language,dataset,split,ipa_char,count
de,gsd,train,έ,1
de,gsd,train,ς,1
de,gsd,train,ä,1
de,gsd,train,®,1
de,gsd,train,њ,1
de,gsd,train,¾,1
de,gsd,train,ṫ,1
de,gsd,train,@,1
de,gsd,train,‰,1
de,gsd,train,快,1
de,gsd,train,速,1
de,gsd,train,公,1
de,gsd,train,路,1
de,gsd,train,ň,1
de,gsd,train,д,1
de,gsd,train,и,1
de,hdt,dev,ː,371240
de,hdt,dev,ɛ,212496
de,hdt,dev,n,152487
de,hdt,dev,a,127414
de,hdt,dev,r,124182
de,hdt,dev,t,105725
de,hdt,dev,d,78567
de,hdt,dev,i,71138
de,hdt,dev,ɪ,71058
de,hdt,dev,l,56085
de,hdt,dev,s,55660
de,hdt,dev,̯,50700
de,hdt,dev,f,48092
de,hdt,dev,m,47227
de,hdt,dev,o,39925
de,hdt,dev,k,38298
de,hdt,dev,b,35961
de,hdt,dev,ʊ,35605
de,hdt,dev,ɡ,34067
de,hdt,dev,z,33604
de,hdt,dev,u,22272
de,hdt,dev,v,21561
de,hdt,dev,p,21290
de,hdt,dev,ɔ,21254
de,hdt,dev,t͡s,20778
de,hdt,dev,.,17388
de,hdt,dev,ŋ,16434
de,hdt,dev,ç,15646
de,hdt,dev,",",13688
de,hdt,dev,-,13403
de,hdt,dev,h,12605
de,hdt,dev,y,10806
de,hdt,dev,x,10309
de,hdt,dev,ʃ,9940
de,hdt,dev,j,5775
de,hdt,dev,ə,5644
de,hdt,dev,e,5430
de,hdt,dev,0,5131
de,hdt,dev,"""",4706
de,hdt,dev,ɐ,4477
de,hdt,dev,ʏ,3976
de,hdt,dev,ts,2985
de,hdt,dev,1,2935
de,hdt,dev,̩,2536
de,hdt,dev,2,2324
de,hdt,dev,œ,2321
de,hdt,dev,ø,1969
de,hdt,dev,:,1835
de,hdt,dev,tʃ,1806
de,hdt,dev,9,1722
de,hdt,dev,3,1680
de,hdt,dev,(,1526
de,hdt,dev,),1526
de,hdt,dev,5,1507
de,hdt,dev,4,1319
de,hdt,dev,6,1081
de,hdt,dev,8,933
de,hdt,dev,7,828
de,hdt,dev,/,786
de,hdt,dev,p͡f,677
de,hdt,dev,;,281
de,hdt,dev,',241
de,hdt,dev,̈,176
de,hdt,dev,bv,147
de,hdt,dev,q,138
de,hdt,dev,&,109
de,hdt,dev,?,98
de,hdt,dev,d͡ʒ,81
de,hdt,dev,%,79
de,hdt,dev,@,62
de,hdt,dev,dz,56
de,hdt,dev,t͡ʃ,56
de,hdt,dev,!,55
de,hdt,dev,+,33
de,hdt,dev,$,24
de,hdt,dev,>,20
de,hdt,dev,<,19
de,hdt,dev,µ,18
de,hdt,dev,_,17
de,hdt,dev,#,17
de,hdt,dev,§,13
de,hdt,dev,=,11
de,hdt,dev,|,10
de,hdt,dev,*,5
de,hdt,dev,́,5
de,hdt,dev,pf,4
de,hdt,dev,×,4
de,hdt,dev,̀,3
de,hdt,dev,~,1
de,hdt,dev,̂,1
de,hdt,dev,^,1
de,hdt,test,ː,378731
de,hdt,test,ɛ,217240
de,hdt,test,n,155888
de,hdt,test,a,131081
de,hdt,test,r,127916
de,hdt,test,t,109005
de,hdt,test,d,78225
de,hdt,test,i,72300
de,hdt,test,ɪ,71467
de,hdt,test,l,57260
de,hdt,test,s,56776
de,hdt,test,̯,51560
de,hdt,test,m,49745
de,hdt,test,f,49487
de,hdt,test,o,40300
de,hdt,test,k,38817
de,hdt,test,b,37112
de,hdt,test,ʊ,36777
de,hdt,test,z,35674
de,hdt,test,ɡ,34325
de,hdt,test,t͡s,22707
de,hdt,test,u,22626
de,hdt,test,ɔ,22498
de,hdt,test,v,22104
de,hdt,test,p,21585
de,hdt,test,.,17553
de,hdt,test,ŋ,16730
de,hdt,test,-,15480
de,hdt,test,ç,15251
de,hdt,test,",",13924
de,hdt,test,h,12853
de,hdt,test,y,11272
de,hdt,test,x,10892
de,hdt,test,ʃ,9530
de,hdt,test,0,6366
de,hdt,test,j,5964
de,hdt,test,ə,5840
de,hdt,test,e,5800
de,hdt,test,ɐ,4481
de,hdt,test,"""",4447
de,hdt,test,ʏ,4088
de,hdt,test,1,3280
de,hdt,test,2,2916
de,hdt,test,ts,2828
de,hdt,test,̩,2582
de,hdt,test,œ,2138
de,hdt,test,ø,1937
de,hdt,test,9,1811
de,hdt,test,5,1709
de,hdt,test,3,1700
de,hdt,test,),1578
de,hdt,test,(,1576
de,hdt,test,tʃ,1533
de,hdt,test,:,1370
de,hdt,test,6,1369
de,hdt,test,4,1322
de,hdt,test,8,1126
de,hdt,test,7,771
de,hdt,test,p͡f,604
de,hdt,test,/,496
de,hdt,test,',351
de,hdt,test,q,321
de,hdt,test,;,236
de,hdt,test,̈,186
de,hdt,test,bv,126
de,hdt,test,&,111
de,hdt,test,+,105
de,hdt,test,t͡ʃ,102
de,hdt,test,µ,82
de,hdt,test,d͡ʒ,66
de,hdt,test,dz,61
de,hdt,test,?,61
de,hdt,test,@,53
de,hdt,test,!,46
de,hdt,test,$,32
de,hdt,test,%,27
de,hdt,test,\,20
de,hdt,test,§,19
de,hdt,test,°,16
de,hdt,test,=,9
de,hdt,test,#,9
de,hdt,test,pf,9
de,hdt,test,̀,8
de,hdt,test,^,7
de,hdt,test,×,6
de,hdt,test,_,6
de,hdt,test,*,6
de,hdt,test,<,2
de,hdt,test,²,1
de,hdt,test,̃,1
de,hdt,test,>,1
de,hdt,train,ː,3168578
de,hdt,train,ɛ,1813306
de,hdt,train,n,1328848
de,hdt,train,a,1098153
de,hdt,train,r,1064536
de,hdt,train,t,899039
de,hdt,train,d,681730
de,hdt,train,ɪ,610669
de,hdt,train,i,606705
de,hdt,train,l,476455
de,hdt,train,s,471618
de,hdt,train,̯,436406
de,hdt,train,m,419329
de,hdt,train,f,411085
de,hdt,train,o,337142
de,hdt,train,k,322469
de,hdt,train,ʊ,315181
de,hdt,train,b,304114
de,hdt,train,ɡ,292455
de,hdt,train,z,281309
de,hdt,train,t͡s,188594
de,hdt,train,u,186647
de,hdt,train,v,183450
de,hdt,train,ɔ,183198
de,hdt,train,p,166762
de,hdt,train,.,142216
de,hdt,train,ŋ,140459
de,hdt,train,ç,133246
de,hdt,train,",",123046
de,hdt,train,-,109967
de,hdt,train,h,107747
de,hdt,train,x,94958
de,hdt,train,y,92496
de,hdt,train,ʃ,89288
de,hdt,train,j,49875
de,hdt,train,0,48443
de,hdt,train,ə,48386
de,hdt,train,e,48070
de,hdt,train,ɐ,38835
de,hdt,train,"""",37717
de,hdt,train,ʏ,32342
de,hdt,train,ts,26793
de,hdt,train,1,25756
de,hdt,train,2,22147
de,hdt,train,̩,21374
de,hdt,train,œ,19128
de,hdt,train,ø,18946
de,hdt,train,3,14693
de,hdt,train,9,14356
de,hdt,train,tʃ,14332
de,hdt,train,5,13485
de,hdt,train,:,13453
de,hdt,train,4,10445
de,hdt,train,),9828
de,hdt,train,(,9827
de,hdt,train,6,9436
de,hdt,train,8,8580
de,hdt,train,7,6939
de,hdt,train,p͡f,5217
de,hdt,train,/,5130
de,hdt,train,;,2263
de,hdt,train,',1715
de,hdt,train,̈,1540
de,hdt,train,q,1491
de,hdt,train,?,1144
de,hdt,train,&,1072
de,hdt,train,bv,897
de,hdt,train,d͡ʒ,800
de,hdt,train,t͡ʃ,760
de,hdt,train,dz,588
de,hdt,train,!,395
de,hdt,train,@,363
de,hdt,train,+,325
de,hdt,train,%,264
de,hdt,train,µ,256
de,hdt,train,$,120
de,hdt,train,\,84
de,hdt,train,_,82
de,hdt,train,×,79
de,hdt,train,pf,61
de,hdt,train,*,48
de,hdt,train,§,40
de,hdt,train,́,34
de,hdt,train,>,31
de,hdt,train,̀,27
de,hdt,train,<,22
de,hdt,train,#,20
de,hdt,train,^,17
de,hdt,train,|,17
de,hdt,train,=,16
de,hdt,train,°,7
de,hdt,train,~,4
de,hdt,train,`,3
de,hdt,train,²,3
de,hdt,train,̂,3
de,hdt,train,­,3
de,hdt,train,ä,3
de,hdt,train,·,1
de,hdt,train,£,1
de,hdt,train,¸,1
de,hdt,train,̊,1
de,hdt,train,®,1
de,lit,test,ː,38837
de,lit,test,ɛ,23169
de,lit,test,n,18018
de,lit,test,a,13265
de,lit,test,r,11699
de,lit,test,t,10995
de,lit,test,ɪ,10171
de,lit,test,d,9624
de,lit,test,i,7604
de,lit,test,s,7064
de,lit,test,l,6684
de,lit,test,̯,5798
de,lit,test,z,4812
de,lit,test,ɡ,4417
de,lit,test,m,4319
de,lit,test,f,4141
de,lit,test,ʊ,3903
de,lit,test,o,3519
de,lit,test,b,3239
de,lit,test,",",3093
de,lit,test,v,3026
de,lit,test,k,2845
de,lit,test,ç,2604
de,lit,test,u,2507
de,lit,test,t͡s,1962
de,lit,test,ʃ,1790
de,lit,test,.,1741
de,lit,test,ɔ,1502
de,lit,test,h,1445
de,lit,test,x,1417
de,lit,test,ŋ,1333
de,lit,test,p,1005
de,lit,test,y,964
de,lit,test,e,680
de,lit,test,j,611
de,lit,test,ø,569
de,lit,test,ə,503
de,lit,test,ɐ,453
de,lit,test,ʏ,416
de,lit,test,œ,299
de,lit,test,ts,238
de,lit,test,;,217
de,lit,test,̩,189
de,lit,test,:,167
de,lit,test,?,109
de,lit,test,p͡f,78
de,lit,test,tʃ,68
de,lit,test,»,42
de,lit,test,«,42
de,lit,test,',25
de,lit,test,),20
de,lit,test,!,17
de,lit,test,–,17
de,lit,test,d͡ʒ,17
de,lit,test,dz,14
de,lit,test,̈,11
de,lit,test,-,11
de,lit,test,bv,5
de,lit,test,(,4
de,lit,test,1,4
de,lit,test,2,3
de,lit,test,3,3
de,lit,test,̀,3
de,lit,test,=,1
de,lit,test,4,1
de,lit,test,5,1
de,lit,test,6,1
de,lit,test,7,1
de,lit,test,8,1
de,lit,test,9,1
de,lit,test,0,1
de,lit,test,t͡ʃ,1
de,pud,test,ː,22872
de,pud,test,ɛ,12665
de,pud,test,n,9361
de,pud,test,a,7927
de,pud,test,r,7563
de,pud,test,t,5876
de,pud,test,d,5122
de,pud,test,i,4542
de,pud,test,ɪ,4276
de,pud,test,s,3321
de,pud,test,l,3277
de,pud,test,̯,2868
de,pud,test,m,2584
de,pud,test,f,2574
de,pud,test,ʊ,2281
de,pud,test,ɡ,2164
de,pud,test,o,2140
de,pud,test,b,1969
de,pud,test,z,1935
de,pud,test,k,1830
de,pud,test,v,1493
de,pud,test,u,1438
de,pud,test,t͡s,1338
de,pud,test,",",1240
de,pud,test,.,1118
de,pud,test,ɔ,957
de,pud,test,ç,951
de,pud,test,ŋ,895
de,pud,test,p,888
de,pud,test,h,868
de,pud,test,ʃ,804
de,pud,test,x,654
de,pud,test,y,633
de,pud,test,j,406
de,pud,test,e,348
de,pud,test,ə,335
de,pud,test,1,243
de,pud,test,0,238
de,pud,test,ɐ,221
de,pud,test,ʏ,206
de,pud,test,-,183
de,pud,test,ø,158
de,pud,test,œ,138
de,pud,test,̩,130
de,pud,test,ts,124
de,pud,test,2,119
de,pud,test,9,115
de,pud,test,„,99
de,pud,test,“,98
de,pud,test,3,78
de,pud,test,5,74
de,pud,test,tʃ,64
de,pud,test,p͡f,57
de,pud,test,6,54
de,pud,test,8,52
de,pud,test,7,51
de,pud,test,4,47
de,pud,test,(,40
de,pud,test,),40
de,pud,test,:,29
de,pud,test,–,25
de,pud,test,;,23
de,pud,test,%,17
de,pud,test,́,16
de,pud,test,?,14
de,pud,test,bv,10
de,pud,test,',9
de,pud,test,dz,9
de,pud,test,d͡ʒ,8
de,pud,test,q,7
de,pud,test,̈,6
de,pud,test,…,3
de,pud,test,t͡ʃ,3
de,pud,test,€,3
de,pud,test,̂,2
de,pud,test,$,1
de,pud,test,°,1
de,pud,test,/,1
de,pud,test,̄,1
de,pud,test,̀,1
en,atis,dev,ə,2925
en,atis,dev,ɪ,2811
en,atis,dev,t,2224
en,atis,dev,ˈ,2095
en,atis,dev,n,1955
en,atis,dev,r,1801
en,atis,dev,l,1576
en,atis,dev,f,1374
en,atis,dev,s,1231
en,atis,dev,a,993
en,atis,dev,m,951
en,atis,dev,d,883
en,atis,dev,i,881
en,atis,dev,æ,752
en,atis,dev,ɔ,720
en,atis,dev,ɛ,669
en,atis,dev,ˌ,603
en,atis,dev,k,583
en,atis,dev,ʊ,542
en,atis,dev,w,468
en,atis,dev,v,443
en,atis,dev,b,414
en,atis,dev,o,389
en,atis,dev,p,377
en,atis,dev,ð,354
en,atis,dev,z,346
en,atis,dev,ts,340
en,atis,dev,e,302
en,atis,dev,ʃ,233
en,atis,dev,g,208
en,atis,dev,u,204
en,atis,dev,ɑ,189
en,atis,dev,ŋ,178
en,atis,dev,j,89
en,atis,dev,θ,84
en,atis,dev,ʧ,80
en,atis,dev,h,60
en,atis,dev,*,49
en,atis,dev,',49
en,atis,dev,1,37
en,atis,dev,ʤ,36
en,atis,dev,5,30
en,atis,dev,.,22
en,atis,dev,7,21
en,atis,dev,0,21
en,atis,dev,8,16
en,atis,dev,9,16
en,atis,dev,4,15
en,atis,dev,3,14
en,atis,dev,2,13
en,atis,dev,pf,6
en,atis,dev,6,6
en,atis,dev,q,2
en,atis,dev,x,2
en,atis,dev,dz,2
en,atis,dev,y,1
en,atis,dev,c,1
en,atis,test,ə,2922
en,atis,test,ɪ,2870
en,atis,test,t,2168
en,atis,test,ˈ,2136
en,atis,test,n,1968
en,atis,test,r,1799
en,atis,test,l,1682
en,atis,test,f,1377
en,atis,test,s,1165
en,atis,test,a,976
en,atis,test,m,972
en,atis,test,d,906
en,atis,test,i,875
en,atis,test,ɔ,819
en,atis,test,æ,718
en,atis,test,ˌ,682
en,atis,test,ɛ,681
en,atis,test,k,548
en,atis,test,ʊ,544
en,atis,test,w,497
en,atis,test,b,431
en,atis,test,v,403
en,atis,test,p,381
en,atis,test,z,378
en,atis,test,o,371
en,atis,test,ts,368
en,atis,test,e,313
en,atis,test,ð,311
en,atis,test,g,237
en,atis,test,ʃ,235
en,atis,test,ŋ,216
en,atis,test,ɑ,194
en,atis,test,u,174
en,atis,test,θ,96
en,atis,test,j,92
en,atis,test,ʧ,69
en,atis,test,h,67
en,atis,test,*,63
en,atis,test,',48
en,atis,test,ʤ,44
en,atis,test,1,41
en,atis,test,0,33
en,atis,test,3,22
en,atis,test,5,22
en,atis,test,.,22
en,atis,test,8,20
en,atis,test,9,17
en,atis,test,2,15
en,atis,test,6,15
en,atis,test,7,10
en,atis,test,4,9
en,atis,test,pf,5
en,atis,test,dz,3
en,atis,test,q,3
en,atis,test,y,2
en,atis,test,x,2
en,atis,test,c,1
en,atis,train,ə,21240
en,atis,train,ɪ,21084
en,atis,train,t,16000
en,atis,train,ˈ,15857
en,atis,train,n,14857
en,atis,train,r,13248
en,atis,train,l,12068
en,atis,train,f,10289
en,atis,train,s,8912
en,atis,train,m,7206
en,atis,train,a,7168
en,atis,train,d,6506
en,atis,train,i,6432
en,atis,train,ɔ,5901
en,atis,train,æ,5594
en,atis,train,ɛ,5107
en,atis,train,ˌ,4909
en,atis,train,ʊ,4120
en,atis,train,k,4058
en,atis,train,w,3515
en,atis,train,v,3117
en,atis,train,b,3019
en,atis,train,o,2916
en,atis,train,p,2832
en,atis,train,z,2726
en,atis,train,ts,2646
en,atis,train,e,2401
en,atis,train,ð,2365
en,atis,train,ʃ,1807
en,atis,train,g,1554
en,atis,train,ŋ,1541
en,atis,train,u,1537
en,atis,train,ɑ,1322
en,atis,train,θ,776
en,atis,train,j,754
en,atis,train,ʧ,548
en,atis,train,h,475
en,atis,train,*,330
en,atis,train,',310
en,atis,train,ʤ,300
en,atis,train,1,279
en,atis,train,0,220
en,atis,train,.,155
en,atis,train,2,153
en,atis,train,5,137
en,atis,train,7,120
en,atis,train,9,97
en,atis,train,6,95
en,atis,train,8,95
en,atis,train,3,88
en,atis,train,4,83
en,atis,train,pf,77
en,atis,train,c,14
en,atis,train,q,13
en,atis,train,dz,12
en,atis,train,x,7
en,atis,train,y,6
en,ctetex,test,ə,4363
en,ctetex,test,ɪ,3206
en,ctetex,test,ˈ,2808
en,ctetex,test,n,2332
en,ctetex,test,r,2289
en,ctetex,test,t,2203
en,ctetex,test,s,1870
en,ctetex,test,l,1518
en,ctetex,test,d,1285
en,ctetex,test,m,1090
en,ctetex,test,k,1017
en,ctetex,test,e,991
en,ctetex,test,i,987
en,ctetex,test,p,958
en,ctetex,test,ɛ,881
en,ctetex,test,*,833
en,ctetex,test,a,791
en,ctetex,test,ˌ,763
en,ctetex,test,ð,748
en,ctetex,test,æ,717
en,ctetex,test,f,712
en,ctetex,test,v,611
en,ctetex,test,z,605
en,ctetex,test,ʃ,574
en,ctetex,test,o,566
en,ctetex,test,b,530
en,ctetex,test,ʊ,484
en,ctetex,test,u,391
en,ctetex,test,w,369
en,ctetex,test,.,368
en,ctetex,test,ɑ,366
en,ctetex,test,ɔ,355
en,ctetex,test,",",319
en,ctetex,test,c,273
en,ctetex,test,g,251
en,ctetex,test,ŋ,247
en,ctetex,test,j,220
en,ctetex,test,h,156
en,ctetex,test,0,154
en,ctetex,test,-,146
en,ctetex,test,ʤ,145
en,ctetex,test,1,138
en,ctetex,test,),122
en,ctetex,test,(,108
en,ctetex,test,ʧ,107
en,ctetex,test,2,106
en,ctetex,test,ts,103
en,ctetex,test,θ,100
en,ctetex,test,5,88
en,ctetex,test,:,85
en,ctetex,test,3,77
en,ctetex,test,“,57
en,ctetex,test,[,54
en,ctetex,test,4,51
en,ctetex,test,”,51
en,ctetex,test,dz,48
en,ctetex,test,x,47
en,ctetex,test,/,44
en,ctetex,test,8,37
en,ctetex,test,•,36
en,ctetex,test,6,34
en,ctetex,test,7,32
en,ctetex,test,y,32
en,ctetex,test,9,25
en,ctetex,test,ʒ,25
en,ctetex,test,"""",23
en,ctetex,test,–,18
en,ctetex,test,’,15
en,ctetex,test,q,12
en,ctetex,test,;,12
en,ctetex,test,?,6
en,ctetex,test,#,6
en,ctetex,test,°,6
en,ctetex,test,·,5
en,ctetex,test,',5
en,ctetex,test,‘,4
en,ctetex,test,&,2
en,ctetex,test,=,1
en,ctetex,test,±,1
en,ctetex,test,+,1
en,eslspok,dev,ɪ,767
en,eslspok,dev,ə,650
en,eslspok,dev,t,480
en,eslspok,dev,n,420
en,eslspok,dev,ˈ,418
en,eslspok,dev,r,334
en,eslspok,dev,s,311
en,eslspok,dev,a,252
en,eslspok,dev,d,246
en,eslspok,dev,k,232
en,eslspok,dev,i,228
en,eslspok,dev,l,201
en,eslspok,dev,ʊ,191
en,eslspok,dev,m,191
en,eslspok,dev,ɛ,174
en,eslspok,dev,ð,146
en,eslspok,dev,o,133
en,eslspok,dev,w,129
en,eslspok,dev,e,117
en,eslspok,dev,u,116
en,eslspok,dev,b,112
en,eslspok,dev,z,110
en,eslspok,dev,p,105
en,eslspok,dev,ɑ,103
en,eslspok,dev,æ,98
en,eslspok,dev,v,95
en,eslspok,dev,f,92
en,eslspok,dev,ˌ,89
en,eslspok,dev,ŋ,84
en,eslspok,dev,h,79
en,eslspok,dev,ɔ,74
en,eslspok,dev,',64
en,eslspok,dev,j,60
en,eslspok,dev,θ,47
en,eslspok,dev,g,47
en,eslspok,dev,*,39
en,eslspok,dev,ʤ,38
en,eslspok,dev,ʃ,30
en,eslspok,dev,ʧ,29
en,eslspok,dev,ts,8
en,eslspok,dev,dz,4
en,eslspok,dev,—,4
en,eslspok,dev,c,2
en,eslspok,dev,y,1
en,eslspok,dev,ʒ,1
en,eslspok,test,ɪ,754
en,eslspok,test,ə,642
en,eslspok,test,t,460
en,eslspok,test,n,426
en,eslspok,test,ˈ,397
en,eslspok,test,r,340
en,eslspok,test,s,300
en,eslspok,test,a,275
en,eslspok,test,d,260
en,eslspok,test,i,245
en,eslspok,test,k,236
en,eslspok,test,l,230
en,eslspok,test,m,221
en,eslspok,test,ɛ,187
en,eslspok,test,ʊ,186
en,eslspok,test,ð,138
en,eslspok,test,z,130
en,eslspok,test,o,128
en,eslspok,test,u,120
en,eslspok,test,b,119
en,eslspok,test,æ,119
en,eslspok,test,ɑ,110
en,eslspok,test,w,109
en,eslspok,test,p,99
en,eslspok,test,v,96
en,eslspok,test,e,94
en,eslspok,test,h,85
en,eslspok,test,f,83
en,eslspok,test,ŋ,82
en,eslspok,test,ɔ,78
en,eslspok,test,j,74
en,eslspok,test,ˌ,70
en,eslspok,test,',70
en,eslspok,test,g,57
en,eslspok,test,ʧ,49
en,eslspok,test,θ,40
en,eslspok,test,*,40
en,eslspok,test,ʃ,36
en,eslspok,test,ʤ,31
en,eslspok,test,ts,10
en,eslspok,test,dz,6
en,eslspok,test,c,2
en,eslspok,test,ʒ,2
en,eslspok,test,.,2
en,eslspok,test,y,1
en,eslspok,train,ɪ,5754
en,eslspok,train,ə,5005
en,eslspok,train,t,3409
en,eslspok,train,n,3287
en,eslspok,train,ˈ,3220
en,eslspok,train,r,2651
en,eslspok,train,s,2217
en,eslspok,train,a,2126
en,eslspok,train,d,1936
en,eslspok,train,i,1865
en,eslspok,train,k,1742
en,eslspok,train,l,1592
en,eslspok,train,m,1570
en,eslspok,train,ʊ,1417
en,eslspok,train,ɛ,1352
en,eslspok,train,ð,1077
en,eslspok,train,z,1039
en,eslspok,train,o,1005
en,eslspok,train,w,976
en,eslspok,train,b,899
en,eslspok,train,u,882
en,eslspok,train,æ,863
en,eslspok,train,e,806
en,eslspok,train,p,785
en,eslspok,train,v,714
en,eslspok,train,ɑ,710
en,eslspok,train,f,683
en,eslspok,train,ɔ,670
en,eslspok,train,ˌ,626
en,eslspok,train,h,626
en,eslspok,train,ŋ,589
en,eslspok,train,j,569
en,eslspok,train,g,440
en,eslspok,train,',408
en,eslspok,train,θ,329
en,eslspok,train,ʧ,293
en,eslspok,train,ʃ,289
en,eslspok,train,*,266
en,eslspok,train,ʤ,209
en,eslspok,train,ts,94
en,eslspok,train,dz,42
en,eslspok,train,y,26
en,eslspok,train,ʒ,26
en,eslspok,train,c,14
en,eslspok,train,—,7
en,eslspok,train,.,6
en,eslspok,train,x,3
en,eslspok,train,0,1
en,eslspok,train,2,1
en,ewt,dev,ə,9403
en,ewt,dev,ɪ,8483
en,ewt,dev,ˈ,6261
en,ewt,dev,r,5749
en,ewt,dev,t,5701
en,ewt,dev,n,5685
en,ewt,dev,s,3993
en,ewt,dev,l,3559
en,ewt,dev,d,3173
en,ewt,dev,i,3142
en,ewt,dev,k,2689
en,ewt,dev,a,2593
en,ewt,dev,m,2498
en,ewt,dev,ɛ,2339
en,ewt,dev,e,2085
en,ewt,dev,z,2007
en,ewt,dev,p,1918
en,ewt,dev,ʊ,1828
en,ewt,dev,ð,1797
en,ewt,dev,.,1700
en,ewt,dev,f,1679
en,ewt,dev,w,1624
en,ewt,dev,o,1568
en,ewt,dev,b,1501
en,ewt,dev,æ,1486
en,ewt,dev,v,1468
en,ewt,dev,u,1461
en,ewt,dev,ˌ,1356
en,ewt,dev,h,1239
en,ewt,dev,ɑ,1202
en,ewt,dev,ɔ,1186
en,ewt,dev,*,1056
en,ewt,dev,g,1021
en,ewt,dev,j,892
en,ewt,dev,",",784
en,ewt,dev,ŋ,780
en,ewt,dev,ʃ,586
en,ewt,dev,ʤ,431
en,ewt,dev,θ,423
en,ewt,dev,0,410
en,ewt,dev,ʧ,337
en,ewt,dev,c,335
en,ewt,dev,ts,300
en,ewt,dev,!,231
en,ewt,dev,?,229
en,ewt,dev,/,227
en,ewt,dev,1,208
en,ewt,dev,2,197
en,ewt,dev,:,160
en,ewt,dev,"""",158
en,ewt,dev,-,149
en,ewt,dev,3,116
en,ewt,dev,5,112
en,ewt,dev,9,95
en,ewt,dev,y,92
en,ewt,dev,4,89
en,ewt,dev,(,80
en,ewt,dev,),77
en,ewt,dev,dz,76
en,ewt,dev,8,73
en,ewt,dev,7,70
en,ewt,dev,6,57
en,ewt,dev,',50
en,ewt,dev,ʒ,49
en,ewt,dev,x,37
en,ewt,dev,@,33
en,ewt,dev,+,26
en,ewt,dev,=,23
en,ewt,dev,q,21
en,ewt,dev,_,21
en,ewt,dev,&,15
en,ewt,dev,<,11
en,ewt,dev,>,11
en,ewt,dev,pf,9
en,ewt,dev,[,8
en,ewt,dev,;,5
en,ewt,dev,],4
en,ewt,dev,’,4
en,ewt,dev,#,3
en,ewt,dev,é,2
en,ewt,dev,à,2
en,ewt,dev,bv,2
en,ewt,dev,♥,2
en,ewt,dev,“,2
en,ewt,dev,”,2
en,ewt,dev,~,1
en,ewt,dev,£,1
en,ewt,dev,%,1
en,ewt,test,ə,9112
en,ewt,test,ɪ,8436
en,ewt,test,ˈ,6282
en,ewt,test,n,5705
en,ewt,test,t,5555
en,ewt,test,r,5482
en,ewt,test,s,3988
en,ewt,test,l,3503
en,ewt,test,d,3390
en,ewt,test,i,3176
en,ewt,test,k,2692
en,ewt,test,a,2578
en,ewt,test,m,2435
en,ewt,test,ɛ,2333
en,ewt,test,e,2049
en,ewt,test,z,1935
en,ewt,test,p,1846
en,ewt,test,ʊ,1824
en,ewt,test,w,1751
en,ewt,test,ð,1717
en,ewt,test,f,1586
en,ewt,test,.,1562
en,ewt,test,b,1528
en,ewt,test,æ,1523
en,ewt,test,o,1474
en,ewt,test,v,1445
en,ewt,test,u,1400
en,ewt,test,ˌ,1277
en,ewt,test,ɑ,1229
en,ewt,test,h,1186
en,ewt,test,ɔ,1150
en,ewt,test,*,1125
en,ewt,test,g,1078
en,ewt,test,",",824
en,ewt,test,j,795
en,ewt,test,ŋ,761
en,ewt,test,ʃ,596
en,ewt,test,0,519
en,ewt,test,θ,473
en,ewt,test,ʤ,414
en,ewt,test,c,367
en,ewt,test,ʧ,358
en,ewt,test,1,356
en,ewt,test,2,306
en,ewt,test,ts,292
en,ewt,test,/,247
en,ewt,test,!,246
en,ewt,test,-,223
en,ewt,test,3,193
en,ewt,test,?,184
en,ewt,test,:,173
en,ewt,test,5,171
en,ewt,test,"""",153
en,ewt,test,4,134
en,ewt,test,6,132
en,ewt,test,y,129
en,ewt,test,7,129
en,ewt,test,9,128
en,ewt,test,8,121
en,ewt,test,),72
en,ewt,test,(,69
en,ewt,test,dz,69
en,ewt,test,',63
en,ewt,test,=,54
en,ewt,test,&,50
en,ewt,test,@,40
en,ewt,test,ʒ,37
en,ewt,test,x,33
en,ewt,test,q,27
en,ewt,test,_,24
en,ewt,test,;,23
en,ewt,test,>,16
en,ewt,test,pf,15
en,ewt,test,<,14
en,ewt,test,+,12
en,ewt,test,bv,7
en,ewt,test,[,5
en,ewt,test,],5
en,ewt,test,%,3
en,ewt,test,~,2
en,ewt,test,^,2
en,ewt,test,—,2
en,ewt,test,υ,2
en,ewt,test,#,2
en,ewt,test,$,1
en,ewt,test,´,1
en,ewt,train,ə,80281
en,ewt,train,ɪ,71312
en,ewt,train,ˈ,52379
en,ewt,train,n,47935
en,ewt,train,r,46200
en,ewt,train,t,45242
en,ewt,train,s,30806
en,ewt,train,d,27747
en,ewt,train,l,27428
en,ewt,train,i,24660
en,ewt,train,k,21193
en,ewt,train,m,19834
en,ewt,train,ɛ,19380
en,ewt,train,a,19046
en,ewt,train,z,16860
en,ewt,train,ð,16425
en,ewt,train,e,15096
en,ewt,train,ʊ,14924
en,ewt,train,p,14836
en,ewt,train,w,13590
en,ewt,train,v,12169
en,ewt,train,f,12152
en,ewt,train,b,12117
en,ewt,train,æ,12097
en,ewt,train,.,10970
en,ewt,train,o,10800
en,ewt,train,ˌ,10679
en,ewt,train,u,10252
en,ewt,train,ɔ,9778
en,ewt,train,ɑ,9732
en,ewt,train,h,9168
en,ewt,train,",",6920
en,ewt,train,j,6672
en,ewt,train,ŋ,6619
en,ewt,train,g,6619
en,ewt,train,*,6554
en,ewt,train,ʃ,5196
en,ewt,train,ʤ,3837
en,ewt,train,θ,3711
